FID,Plot,Row,Column,Date,Species,Seedlot,TreeID,Height,Diameter,Condition ,Dmg.Agent,Dmg.Severity,Comment
9_Mesic,1,1,1,2019-09-25,Pl,13903,1,,,Good,,,
9_Mesic,1,2,1,2019-09-25,Pl,13903,2,,,Good,,,
9_Mesic,1,3,1,2019-09-25,Pl,13903,3,,,Good,,,
9_Mesic,1,4,1,2019-09-25,Pl,13903,4,,,Good,,,
9_Mesic,1,5,1,2019-09-25,Pl,13903,5,,,Good,,,
9_Mesic,1,6,1,2019-09-25,Pl,13903,6,,,Good,,,
9_Mesic,1,1,2,2019-09-25,Pl,13903,7,,,Fair,,,
9_Mesic,1,2,2,2019-09-25,Pl,13903,8,,,Good,,,
9_Mesic,1,3,2,2019-09-25,Pl,13903,9,,,Good,,,
9_Mesic,1,4,2,2019-09-25,Pl,13903,10,,,Good,,,
9_Mesic,1,5,2,2019-09-25,Pl,13903,11,,,Good,,,
9_Mesic,1,6,2,2019-09-25,Pl,13903,12,,,Good,,,
9_Mesic,1,1,3,2019-09-25,Pl,13903,13,,,Good,,,
9_Mesic,1,2,3,2019-09-25,Pl,13903,14,,,Good,,,
9_Mesic,1,3,3,2019-09-25,Pl,13903,15,,,Good,,,
9_Mesic,1,4,3,2019-09-25,Pl,13903,16,,,Good,,,
9_Mesic,1,5,3,2019-09-25,Pl,13903,17,,,Good,,,
9_Mesic,1,6,3,2019-09-25,Pl,13903,18,,,Good,,,
9_Mesic,1,1,4,2019-09-25,Pl,13903,19,,,Good,,,
9_Mesic,1,2,4,2019-09-25,Pl,13903,20,,,Good,,,
9_Mesic,1,3,4,2019-09-25,Pl,13903,21,,,Good,,,
9_Mesic,1,4,4,2019-09-25,Pl,13903,22,,,Fair,,,
9_Mesic,1,5,4,2019-09-25,Pl,13903,23,,,Fair,,,
9_Mesic,1,6,4,2019-09-25,Pl,13903,24,,,Good,,,
9_Mesic,1,1,5,2019-09-25,Pl,13903,25,,,Good,,,
9_Mesic,1,2,5,2019-09-25,Pl,13903,26,,,Good,,,
9_Mesic,1,3,5,2019-09-25,Pl,13903,27,,,Good,,,
9_Mesic,1,4,5,2019-09-25,Pl,13903,28,,,Good,,,
9_Mesic,1,5,5,2019-09-25,Pl,13903,29,,,Good,,,
9_Mesic,1,6,5,2019-09-25,Pl,13903,30,,,Good,,,
9_Mesic,1,1,6,2019-09-25,Pl,13903,31,,,Good,,,
9_Mesic,1,2,6,2019-09-25,Pl,13903,32,,,Good,,,
9_Mesic,1,3,6,2019-09-25,Pl,13903,33,,,Good,,,
9_Mesic,1,4,6,2019-09-25,Pl,13903,34,,,Good,,,
9_Mesic,1,5,6,2019-09-25,Pl,13903,35,,,Fair,,,
9_Mesic,1,6,6,2019-09-25,Pl,13903,36,,,Good,,,
9_Mesic,2,1,1,2019-09-25,Fd,63540,1,,,Fair,,,
9_Mesic,2,2,1,2019-09-25,Fd,63540,2,,,Fair,,,
9_Mesic,2,3,1,2019-09-25,Fd,63540,3,,,Fair,,,
9_Mesic,2,4,1,2019-09-25,Fd,63540,4,,,Poor,,,
9_Mesic,2,5,1,2019-09-25,Fd,63540,5,,,Fair,,,
9_Mesic,2,6,1,2019-09-25,Fd,63540,6,,,Poor,,,
9_Mesic,2,1,2,2019-09-25,Fd,63540,7,,,Poor,,,
9_Mesic,2,2,2,2019-09-25,Fd,63540,8,,,Good,,,
9_Mesic,2,3,2,2019-09-25,Fd,63540,9,,,Poor,,,
9_Mesic,2,4,2,2019-09-25,Fd,63540,10,,,Good,,,
9_Mesic,2,5,2,2019-09-25,Fd,63540,11,,,Fair,,,
9_Mesic,2,6,2,2019-09-25,Fd,63540,12,,,Good,,,
9_Mesic,2,1,3,2019-09-25,Fd,63540,13,,,Fair,,,
9_Mesic,2,2,3,2019-09-25,Fd,63540,14,,,Fair,,,
9_Mesic,2,3,3,2019-09-25,Fd,63540,15,,,Good,,,
9_Mesic,2,4,3,2019-09-25,Fd,63540,16,,,Fair,,,
9_Mesic,2,5,3,2019-09-25,Fd,63540,17,,,Fair,,,
9_Mesic,2,6,3,2019-09-25,Fd,63540,18,,,Poor,,,
9_Mesic,2,1,4,2019-09-25,Fd,63540,19,,,Poor,,,
9_Mesic,2,2,4,2019-09-25,Fd,63540,20,,,Fair,,,
9_Mesic,2,3,4,2019-09-25,Fd,63540,21,,,Poor,,,
9_Mesic,2,4,4,2019-09-25,Fd,63540,22,,,Fair,,,
9_Mesic,2,5,4,2019-09-25,Fd,63540,23,,,Poor,,,
9_Mesic,2,6,4,2019-09-25,Fd,63540,24,,,Fair,,,
9_Mesic,2,1,5,2019-09-25,Fd,63540,25,,,Poor,,,
9_Mesic,2,2,5,2019-09-25,Fd,63540,26,,,Poor,,,
9_Mesic,2,3,5,2019-09-25,Fd,63540,27,,,Poor,,,
9_Mesic,2,4,5,2019-09-25,Fd,63540,28,,,Good,,,
9_Mesic,2,5,5,2019-09-25,Fd,63540,29,,,Fair,,,
9_Mesic,2,6,5,2019-09-25,Fd,63540,30,,,Fair,,,
9_Mesic,2,1,6,2019-09-25,Fd,63540,31,,,Poor,,,
9_Mesic,2,2,6,2019-09-25,Fd,63540,32,,,Fair,,,
9_Mesic,2,3,6,2019-09-25,Fd,63540,33,,,Fair,,,
9_Mesic,2,4,6,2019-09-25,Fd,63540,34,,,Poor,,,
