FID,Plot,Row,Column,Date,Species,Seedlot,TreeID,Height,Diameter,Condition ,Dmg.Agent,Dmg.Severity,Comment
2_Mesic,1,1,1,2019-09-27,Sx,39619,1,,,Fair,,,
2_Mesic,1,2,1,2019-09-27,Sx,39619,2,,,Good,,,
2_Mesic,1,3,1,2019-09-27,Sx,39619,3,,,Good,,,
2_Mesic,1,4,1,2019-09-27,Sx,39619,4,,,Good,,,
2_Mesic,1,5,1,2019-09-27,Sx,39619,5,,,Good,,,
2_Mesic,1,6,1,2019-09-27,Sx,39619,6,,,Good,,,
2_Mesic,1,1,2,2019-09-27,Sx,39619,7,,,Good,,,
2_Mesic,1,2,2,2019-09-27,Sx,39619,8,,,Good,,,
2_Mesic,1,3,2,2019-09-27,Sx,39619,9,,,Good,,,
2_Mesic,1,4,2,2019-09-27,Sx,39619,10,,,Good,,,
2_Mesic,1,5,2,2019-09-27,Sx,39619,11,,,Good,,,
2_Mesic,1,6,2,2019-09-27,Sx,39619,12,,,Good,,,
2_Mesic,1,1,3,2019-09-27,Sx,39619,13,,,Good,,,
2_Mesic,1,2,3,2019-09-27,Sx,39619,14,,,Good,,,
2_Mesic,1,3,3,2019-09-27,Sx,39619,15,,,Good,,,
2_Mesic,1,4,3,2019-09-27,Sx,39619,16,,,Fair,,,
2_Mesic,1,5,3,2019-09-27,Sx,39619,17,,,Good,,,
2_Mesic,1,6,3,2019-09-27,Sx,39619,18,,,Good,,,
2_Mesic,1,1,4,2019-09-27,Sx,39619,19,,,Good,,,
2_Mesic,1,2,4,2019-09-27,Sx,39619,20,,,Good,,,
2_Mesic,1,3,4,2019-09-27,Sx,39619,21,,,Fair,,,
2_Mesic,1,4,4,2019-09-27,Sx,39619,22,,,Good,,,
2_Mesic,1,5,4,2019-09-27,Sx,39619,23,,,Fair,,,
2_Mesic,1,6,4,2019-09-27,Sx,39619,24,,,Good,,,
2_Mesic,1,1,5,2019-09-27,Sx,39619,25,,,Good,,,
2_Mesic,1,2,5,2019-09-27,Sx,39619,26,,,Good,,,
2_Mesic,1,3,5,2019-09-27,Sx,39619,27,,,Good,,,
2_Mesic,1,4,5,2019-09-27,Sx,39619,28,,,Good,,,
2_Mesic,1,5,5,2019-09-27,Sx,39619,29,,,Good,,,
2_Mesic,1,6,5,2019-09-27,Sx,39619,30,,,Good,,,
2_Mesic,1,1,6,2019-09-27,Sx,39619,31,,,Good,,,
2_Mesic,1,2,6,2019-09-27,Sx,39619,32,,,Good,,,
2_Mesic,1,3,6,2019-09-27,Sx,39619,33,,,Good,,,
2_Mesic,1,4,6,2019-09-27,Sx,39619,34,,,Good,,,
2_Mesic,1,5,6,2019-09-27,Sx,39619,35,,,Good,,,
2_Mesic,1,6,6,2019-09-27,Sx,39619,36,,,Good,,,
2_Mesic,2,1,1,2019-09-27,Pl,13903,1,,,Fair,,,
2_Mesic,2,2,1,2019-09-27,Pl,13903,2,,,Good,,,
2_Mesic,2,3,1,2019-09-27,Pl,13903,3,,,Fair,,,
2_Mesic,2,4,1,2019-09-27,Pl,13903,4,,,Good,,,
2_Mesic,2,5,1,2019-09-27,Pl,13903,5,,,Good,,,
2_Mesic,2,6,1,2019-09-27,Pl,13903,6,,,Good,,,
2_Mesic,2,1,2,2019-09-27,Pl,13903,7,,,Good,,,
2_Mesic,2,2,2,2019-09-27,Pl,13903,8,,,Fair,,,
2_Mesic,2,3,2,2019-09-27,Pl,13903,9,,,Good,,,
2_Mesic,2,4,2,2019-09-27,Pl,13903,10,,,Good,,,
2_Mesic,2,5,2,2019-09-27,Pl,13903,11,,,Poor,,,
2_Mesic,2,6,2,2019-09-27,Pl,13903,12,,,Good,,,
2_Mesic,2,1,3,2019-09-27,Pl,13903,13,,,Fair,,,
2_Mesic,2,2,3,2019-09-27,Pl,13903,14,,,Good,,,
2_Mesic,2,3,3,2019-09-27,Pl,13903,15,,,Good,,,
2_Mesic,2,4,3,2019-09-27,Pl,13903,16,,,Good,,,
2_Mesic,2,5,3,2019-09-27,Pl,13903,17,,,Good,,,
2_Mesic,2,6,3,2019-09-27,Pl,13903,18,,,Good,,,
2_Mesic,2,1,4,2019-09-27,Pl,13903,19,,,Good,,,
2_Mesic,2,2,4,2019-09-27,Pl,13903,20,,,Good,,,
2_Mesic,2,3,4,2019-09-27,Pl,13903,21,,,Missing,,,
2_Mesic,2,4,4,2019-09-27,Pl,13903,22,,,Missing,,,lots of brush. paint not found
2_Mesic,2,5,4,2019-09-27,Pl,13903,23,,,Good,,,
2_Mesic,2,6,4,2019-09-27,Pl,13903,24,,,Good,,,
2_Mesic,2,1,5,2019-09-27,Pl,13903,25,,,Good,,,
2_Mesic,2,2,5,2019-09-27,Pl,13903,26,,,Good,,,
2_Mesic,2,3,5,2019-09-27,Pl,13903,27,,,Good,,,
2_Mesic,2,4,5,2019-09-27,Pl,13903,28,,,Good,,,
2_Mesic,2,5,5,2019-09-27,Pl,13903,29,,,Poor,,,
2_Mesic,2,6,5,2019-09-27,Pl,13903,30,,,Fair,,,
2_Mesic,2,1,6,2019-09-27,Pl,13903,31,,,Good,,,
2_Mesic,2,2,6,2019-09-27,Pl,13903,32,,,Fair,,,
2_Mesic,2,3,6,2019-09-27,Pl,13903,33,,,Fair,,,
2_Mesic,2,4,6,2019-09-27,Pl,13903,34,,,Good,,,
2_Mesic,2,5,6,2019-09-27,Pl,13903,35,,,Good,,,
2_Mesic,2,6,6,2019-09-27,Pl,13903,36,,,Good,,,
2_Mesic,3,1,1,2019-09-27,Fd,48678,1,,,Fair,,,
2_Mesic,3,2,1,2019-09-27,Fd,48678,2,,,Good,,,
2_Mesic,3,3,1,2019-09-27,Fd,48678,3,,,Poor,,,
2_Mesic,3,4,1,2019-09-27,Fd,48678,4,,,Fair,,,
2_Mesic,3,5,1,2019-09-27,Fd,48678,5,,,Good,,,
2_Mesic,3,6,1,2019-09-27,Fd,48678,6,,,Fair,,,
2_Mesic,3,1,2,2019-09-27,Fd,48678,7,,,Good,,,
2_Mesic,3,2,2,2019-09-27,Fd,48678,8,,,Good,,,
2_Mesic,3,3,2,2019-09-27,Fd,48678,9,,,Good,,,
2_Mesic,3,4,2,2019-09-27,Fd,48678,10,,,Fair,,,
2_Mesic,3,5,2,2019-09-27,Fd,48678,11,,,Good,,,
2_Mesic,3,6,2,2019-09-27,Fd,48678,12,,,Fair,,,
2_Mesic,3,1,3,2019-09-27,Fd,48678,13,,,Fair,,,
