FID,Tree,Plot,Species,Seedlot,Condition ,Comment
0_Mesic,1,1,Pl,63705,Good,
0_Mesic,2,1,Pl,63705,Good,
0_Mesic,3,1,Pl,63705,Good,
0_Mesic,4,1,Pl,63705,Good,
0_Mesic,5,1,Pl,63705,Fair,
0_Mesic,6,1,Pl,63705,Good,6
0_Mesic,7,1,Pl,63705,Good,
0_Mesic,8,1,Pl,63705,Good,
0_Mesic,9,1,Pl,63705,Good,
0_Mesic,10,1,Pl,63705,Good,
0_Mesic,11,1,Pl,63705,Good,
0_Mesic,12,1,Pl,63705,Good,12
0_Mesic,13,1,Pl,63705,Fair,
0_Mesic,14,1,Pl,63705,Good,
0_Mesic,15,1,Pl,63705,Good,
0_Mesic,16,1,Pl,63705,Good,
0_Mesic,17,1,Pl,63705,Good,
0_Mesic,18,1,Pl,63705,Good,18
0_Mesic,19,1,Pl,63705,Good,
0_Mesic,20,1,Pl,63705,Good,
0_Mesic,21,1,Pl,63705,Good,
0_Mesic,22,1,Pl,63705,Good,
0_Mesic,23,1,Pl,63705,Good,
0_Mesic,24,1,Pl,63705,Good,24
0_Mesic,25,1,Pl,63705,Good,
0_Mesic,26,1,Pl,63705,Good,
0_Mesic,27,1,Pl,63705,Good,
0_Mesic,28,1,Pl,63705,Good,
0_Mesic,29,1,Pl,63705,Good,
0_Mesic,30,1,Pl,63705,Fair,30
0_Mesic,31,1,Pl,63705,Good,
0_Mesic,32,1,Pl,63705,Good,
0_Mesic,33,1,Pl,63705,Good,
0_Mesic,34,1,Pl,63705,Good,
0_Mesic,35,1,Pl,63705,Good,
0_Mesic,36,1,Pl,63705,Fair,36
0_Mesic,1,2,Lw,39282,Fair,
0_Mesic,2,2,Lw,39282,Good,
0_Mesic,3,2,Lw,39282,Good,
0_Mesic,4,2,Lw,39282,Fair,
0_Mesic,5,2,Lw,39282,Good,
0_Mesic,6,2,Lw,39282,Good,6
0_Mesic,7,2,Lw,39282,Good,
0_Mesic,8,2,Lw,39282,Poor,
0_Mesic,9,2,Lw,39282,Good,
0_Mesic,10,2,Lw,39282,Good,
0_Mesic,11,2,Lw,39282,Dead,unknown cause
0_Mesic,12,2,Lw,39282,Fair,12
0_Mesic,13,2,Lw,39282,Poor,
0_Mesic,14,2,Lw,39282,Good,
0_Mesic,15,2,Lw,39282,Good,
0_Mesic,16,2,Lw,39282,Fair,
0_Mesic,17,2,Lw,39282,Good,
0_Mesic,18,2,Lw,39282,Fair,18
0_Mesic,19,2,Lw,39282,Moribund,
0_Mesic,20,2,Lw,39282,Good,
0_Mesic,21,2,Lw,39282,Good,
0_Mesic,22,2,Lw,39282,Fair,
0_Mesic,23,2,Lw,39282,Good,
0_Mesic,24,2,Lw,39282,Dead,24
0_Mesic,25,2,Lw,39282,Fair,
0_Mesic,26,2,Lw,39282,Dead,
0_Mesic,27,2,Lw,39282,Poor,
0_Mesic,28,2,Lw,39282,Good,
0_Mesic,29,2,Lw,39282,Fair,
0_Mesic,30,2,Lw,39282,Good,30
0_Mesic,31,2,Lw,39282,Dead,probably frost
0_Mesic,32,2,Lw,39282,Good,
0_Mesic,33,2,Lw,39282,Dead,
0_Mesic,34,2,Lw,39282,Dead,pic
0_Mesic,35,2,Lw,39282,Fair,
0_Mesic,36,2,Lw,39282,Poor,36
0_Mesic,1,3,Pl,32274,Good,
0_Mesic,2,3,Pl,32274,Good,
0_Mesic,3,3,Pl,32274,Good,
0_Mesic,4,3,Pl,32274,Good,
0_Mesic,5,3,Pl,32274,Good,
0_Mesic,6,3,Pl,32274,Good,6
0_Mesic,7,3,Pl,32274,Good,
0_Mesic,8,3,Pl,32274,Good,
0_Mesic,9,3,Pl,32274,Good,
0_Mesic,10,3,Pl,32274,Good,
0_Mesic,11,3,Pl,32274,Fair,
0_Mesic,12,3,Pl,32274,Good,12
0_Mesic,13,3,Pl,32274,Good,
0_Mesic,14,3,Pl,32274,Good,
0_Mesic,15,3,Pl,32274,Good,
0_Mesic,16,3,Pl,32274,Good,
0_Mesic,17,3,Pl,32274,Poor,
0_Mesic,18,3,Pl,32274,Good,18
0_Mesic,19,3,Pl,32274,Fair,
0_Mesic,20,3,Pl,32274,Good,
0_Mesic,21,3,Pl,32274,Good,
0_Mesic,22,3,Pl,32274,Good,
0_Mesic,23,3,Pl,32274,Good,
0_Mesic,24,3,Pl,32274,Good,24
0_Mesic,25,3,Pl,32274,Good,
0_Mesic,26,3,Pl,32274,Good,
0_Mesic,27,3,Pl,32274,Good,
0_Mesic,28,3,Pl,32274,Good,
0_Mesic,29,3,Pl,32274,Good,
0_Mesic,30,3,Pl,32274,Good,30
0_Mesic,31,3,Pl,32274,Fair,
0_Mesic,32,3,Pl,32274,Good,
0_Mesic,33,3,Pl,32274,Good,
0_Mesic,34,3,Pl,32274,Good,
0_Mesic,35,3,Pl,32274,Good,
0_Mesic,36,3,Pl,32274,Good,36
0_Mesic,1,4,Sx,8482,Good,
0_Mesic,2,4,Sx,8482,Good,
0_Mesic,3,4,Sx,8482,Good,
0_Mesic,4,4,Sx,8482,Good,
0_Mesic,5,4,Sx,8482,Good,
0_Mesic,6,4,Sx,8482,Good,6
0_Mesic,7,4,Sx,8482,Fair,
0_Mesic,8,4,Sx,8482,Good,
0_Mesic,9,4,Sx,8482,Missing,
0_Mesic,10,4,Sx,8482,Good,
0_Mesic,11,4,Sx,8482,Good,
0_Mesic,12,4,Sx,8482,Good,12
0_Mesic,13,4,Sx,8482,Fair,
0_Mesic,14,4,Sx,8482,Good,
0_Mesic,15,4,Sx,8482,Good,
0_Mesic,16,4,Sx,8482,Good,
0_Mesic,17,4,Sx,8482,Good,
0_Mesic,18,4,Sx,8482,Fair,18
0_Mesic,19,4,Sx,8482,Good,
0_Mesic,20,4,Sx,8482,Fair,
0_Mesic,21,4,Sx,8482,Good,
0_Mesic,22,4,Sx,8482,Good,
0_Mesic,23,4,Sx,8482,Good,
0_Mesic,24,4,Sx,8482,Good,24
0_Mesic,25,4,Sx,8482,Good,
0_Mesic,26,4,Sx,8482,Good,
0_Mesic,27,4,Sx,8482,Good,
0_Mesic,28,4,Sx,8482,Good,
0_Mesic,29,4,Sx,8482,Good,
0_Mesic,30,4,Sx,8482,Good,30
0_Mesic,31,4,Sx,8482,Good,
0_Mesic,32,4,Sx,8482,Good,
0_Mesic,33,4,Sx,8482,Good,
0_Mesic,34,4,Sx,8482,Good,
0_Mesic,35,4,Sx,8482,Good,
0_Mesic,36,4,Sx,8482,Good,36
0_Mesic,1,5,Fd,63540,Fair,
0_Mesic,2,5,Fd,63540,Fair,
0_Mesic,3,5,Fd,63540,Poor,browsed
0_Mesic,4,5,Fd,63540,Fair,
0_Mesic,5,5,Fd,63540,Fair,
0_Mesic,6,5,Fd,63540,Poor,6
0_Mesic,7,5,Fd,63540,Fair,
0_Mesic,8,5,Fd,63540,Poor,browsed
0_Mesic,9,5,Fd,63540,Fair,
0_Mesic,10,5,Fd,63540,Fair,
0_Mesic,11,5,Fd,63540,Poor,
0_Mesic,12,5,Fd,63540,Good,12
0_Mesic,13,5,Fd,63540,Fair,
0_Mesic,14,5,Fd,63540,Poor,
0_Mesic,15,5,Fd,63540,Dead,probably frost
0_Mesic,16,5,Fd,63540,Fair,
0_Mesic,17,5,Fd,63540,Fair,
0_Mesic,18,5,Fd,63540,Fair,18
0_Mesic,19,5,Fd,63540,Good,
0_Mesic,20,5,Fd,63540,Fair,
0_Mesic,21,5,Fd,63540,Poor,
0_Mesic,22,5,Fd,63540,Fair,
0_Mesic,23,5,Fd,63540,Moribund,
0_Mesic,24,5,Fd,63540,Poor,24
0_Mesic,25,5,Fd,63540,Fair,browsed
0_Mesic,26,5,Fd,63540,Fair,
0_Mesic,27,5,Fd,63540,Fair,
0_Mesic,28,5,Fd,63540,Fair,
0_Mesic,29,5,Fd,63540,Fair,
0_Mesic,30,5,Fd,63540,Poor,30
0_Mesic,31,5,Fd,63540,Poor,
0_Mesic,32,5,Fd,63540,Poor,
0_Mesic,33,5,Fd,63540,Fair,
0_Mesic,34,5,Fd,63540,Fair,
0_Mesic,35,5,Fd,63540,Fair,
0_Mesic,36,5,Fd,63540,Fair,36
0_Mesic,1,6,Fd,48678,Good,
0_Mesic,2,6,Fd,48678,Good,
0_Mesic,3,6,Fd,48678,Fair,
0_Mesic,4,6,Fd,48678,Fair,
0_Mesic,5,6,Fd,48678,Good,
0_Mesic,6,6,Fd,48678,Good,6
0_Mesic,7,6,Fd,48678,Good,
0_Mesic,8,6,Fd,48678,Fair,
0_Mesic,9,6,Fd,48678,Fair,
0_Mesic,10,6,Fd,48678,Fair,
0_Mesic,11,6,Fd,48678,Good,
0_Mesic,12,6,Fd,48678,Good,12
0_Mesic,13,6,Fd,48678,Poor,mechanical damage
0_Mesic,14,6,Fd,48678,Good,
0_Mesic,15,6,Fd,48678,Fair,
0_Mesic,16,6,Fd,48678,Fair,
0_Mesic,17,6,Fd,48678,Fair,
0_Mesic,18,6,Fd,48678,Good,18
0_Mesic,19,6,Fd,48678,Good,
0_Mesic,20,6,Fd,48678,Fair,
0_Mesic,21,6,Fd,48678,Fair,
0_Mesic,22,6,Fd,48678,Poor,
0_Mesic,23,6,Fd,48678,Good,
0_Mesic,24,6,Fd,48678,Fair,24
0_Mesic,25,6,Fd,48678,Good,
0_Mesic,26,6,Fd,48678,Fair,
0_Mesic,27,6,Fd,48678,Good,
0_Mesic,28,6,Fd,48678,Fair,
0_Mesic,29,6,Fd,48678,Good,
0_Mesic,30,6,Fd,48678,Fair,30
0_Mesic,31,6,Fd,48678,Good,
0_Mesic,32,6,Fd,48678,Fair,
0_Mesic,33,6,Fd,48678,Dead,probably frost
0_Mesic,34,6,Fd,48678,Good,
0_Mesic,35,6,Fd,48678,Fair,
0_Mesic,36,6,Fd,48678,Good,36
0_Mesic,1,7,Lw,63578,Fair,
0_Mesic,2,7,Lw,63578,Fair,
0_Mesic,3,7,Lw,63578,Fair,
0_Mesic,4,7,Lw,63578,Fair,
0_Mesic,5,7,Lw,63578,Fair,
0_Mesic,6,7,Lw,63578,Good,6
0_Mesic,7,7,Lw,63578,Fair,
0_Mesic,8,7,Lw,63578,Good,couple pics this line
0_Mesic,9,7,Lw,63578,Fair,
0_Mesic,10,7,Lw,63578,Good,
0_Mesic,11,7,Lw,63578,Good,
0_Mesic,12,7,Lw,63578,Good,12
0_Mesic,13,7,Lw,63578,Poor,
0_Mesic,14,7,Lw,63578,Good,
0_Mesic,15,7,Lw,63578,Good,
0_Mesic,16,7,Lw,63578,Good,
0_Mesic,17,7,Lw,63578,Good,
0_Mesic,18,7,Lw,63578,Poor,18
0_Mesic,19,7,Lw,63578,Good,
0_Mesic,20,7,Lw,63578,Good,
0_Mesic,21,7,Lw,63578,Fair,
0_Mesic,22,7,Lw,63578,Good,
0_Mesic,23,7,Lw,63578,Good,
0_Mesic,24,7,Lw,63578,Dead,24
0_Mesic,25,7,Lw,63578,Good,
0_Mesic,26,7,Lw,63578,Good,
0_Mesic,27,7,Lw,63578,Good,
0_Mesic,28,7,Lw,63578,Good,
0_Mesic,29,7,Lw,63578,Good,
0_Mesic,30,7,Lw,63578,Good,30
0_Mesic,31,7,Lw,63578,Good,
0_Mesic,32,7,Lw,63578,Good,
0_Mesic,33,7,Lw,63578,Good,
0_Mesic,34,7,Lw,63578,Good,
0_Mesic,35,7,Lw,63578,Fair,
0_Mesic,36,7,Lw,63578,Dead,36
0_Mesic,1,8,Lw,35192,Fair,
0_Mesic,2,8,Lw,35192,Fair,
0_Mesic,3,8,Lw,35192,Good,
0_Mesic,4,8,Lw,35192,Good,
0_Mesic,5,8,Lw,35192,Good,
0_Mesic,6,8,Lw,35192,Good,6
0_Mesic,7,8,Lw,35192,Dead,frost
0_Mesic,8,8,Lw,35192,Good,
0_Mesic,9,8,Lw,35192,Good,
0_Mesic,10,8,Lw,35192,Dead,
0_Mesic,11,8,Lw,35192,Dead,
0_Mesic,12,8,Lw,35192,Good,12
0_Mesic,13,8,Lw,35192,Poor,
0_Mesic,14,8,Lw,35192,Good,
0_Mesic,15,8,Lw,35192,Fair,
0_Mesic,16,8,Lw,35192,Good,
0_Mesic,17,8,Lw,35192,Good,
0_Mesic,18,8,Lw,35192,Dead,18
0_Mesic,19,8,Lw,35192,Moribund,
0_Mesic,20,8,Lw,35192,Good,
0_Mesic,21,8,Lw,35192,Good,
0_Mesic,22,8,Lw,35192,Good,
0_Mesic,23,8,Lw,35192,Moribund,
0_Mesic,24,8,Lw,35192,Dead,24
0_Mesic,25,8,Lw,35192,Good,
0_Mesic,26,8,Lw,35192,Fair,
0_Mesic,27,8,Lw,35192,Good,
0_Mesic,28,8,Lw,35192,Good,
0_Mesic,29,8,Lw,35192,Fair,
0_Mesic,30,8,Lw,35192,Poor,30
0_Mesic,31,8,Lw,35192,Good,
0_Mesic,32,8,Lw,35192,Good,
0_Mesic,33,8,Lw,35192,Good,
0_Mesic,34,8,Lw,35192,Good,
0_Mesic,35,8,Lw,35192,Good,
0_Mesic,36,8,Lw,35192,Good,36
0_Mesic,1,9,Cw,40106,Fair,
0_Mesic,2,9,Cw,40106,Fair,
0_Mesic,3,9,Cw,40106,Fair,
0_Mesic,4,9,Cw,40106,Good,
0_Mesic,5,9,Cw,40106,Fair,
0_Mesic,6,9,Cw,40106,Fair,
0_Mesic,7,9,Cw,40106,Fair,
0_Mesic,8,9,Cw,40106,Poor,
0_Mesic,9,9,Cw,40106,Fair,
0_Mesic,10,9,Cw,40106,Poor,
0_Mesic,11,9,Cw,40106,Poor,
0_Mesic,12,9,Cw,40106,Fair,
0_Mesic,13,9,Cw,40106,Good,
0_Mesic,14,9,Cw,40106,Poor,
0_Mesic,15,9,Cw,40106,Fair,
0_Mesic,16,9,Cw,40106,Fair,
0_Mesic,17,9,Cw,40106,Fair,
0_Mesic,18,9,Cw,40106,Good,
0_Mesic,19,9,Cw,40106,Fair,
0_Mesic,20,9,Cw,40106,Fair,
0_Mesic,21,9,Cw,40106,Fair,
0_Mesic,22,9,Cw,40106,Fair,
0_Mesic,23,9,Cw,40106,Good,
0_Mesic,24,9,Cw,40106,Fair,
0_Mesic,25,9,Cw,40106,Good,
0_Mesic,26,9,Cw,40106,Fair,
0_Mesic,27,9,Cw,40106,Fair,
0_Mesic,28,9,Cw,40106,Fair,
0_Mesic,29,9,Cw,40106,Fair,
0_Mesic,30,9,Cw,40106,Poor,
0_Mesic,31,9,Cw,40106,Fair,
0_Mesic,32,9,Cw,40106,Good,
0_Mesic,33,9,Cw,40106,Fair,
0_Mesic,34,9,Cw,40106,Fair,
0_Mesic,35,9,Cw,40106,Fair,
0_Mesic,36,9,Cw,40106,Fair,
0_Mesic,1,10,Pl,13903,Fair,
0_Mesic,2,10,Pl,13903,Good,
0_Mesic,3,10,Pl,13903,Good,
0_Mesic,4,10,Pl,13903,Good,
0_Mesic,5,10,Pl,13903,Good,
0_Mesic,6,10,Pl,13903,Good,
0_Mesic,7,10,Pl,13903,Good,
0_Mesic,8,10,Pl,13903,Fair,
0_Mesic,9,10,Pl,13903,Good,
