Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Bear Lake,SH,5,SBSwk1,1,5,1898,2,Cw,B,NA,NA,NA,NA,NA,NA,23.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,2,Cw,A,NA,NA,NA,NA,NA,NA,37,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,3,Lw,B,NA,NA,NA,NA,NA,NA,33.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,3,Lw,A,NA,NA,NA,NA,NA,NA,19.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,1,Cw,C,NA,NA,NA,NA,NA,NA,26.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,1,Cw,B,NA,NA,NA,NA,NA,NA,27.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,1,Cw,A,NA,NA,NA,NA,NA,NA,31.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,2,Fdi,C,NA,NA,NA,NA,NA,NA,20.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,2,Fdi,A,NA,NA,NA,NA,NA,NA,58.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,2,Fdi,B,NA,NA,NA,NA,NA,NA,18.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,3,Lw,B,NA,NA,NA,NA,NA,NA,31,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1899,3,Lw,A,NA,NA,NA,NA,NA,NA,21.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,1,Cw,B,NA,NA,NA,NA,NA,NA,22.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,1,Cw,A,NA,NA,NA,NA,NA,NA,25.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,1,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SH,5,SBSwk1,1,5,1900,2,Fdi,B,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,* B - not planted,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,2,Fdi,A,NA,NA,NA,NA,NA,NA,33.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,2,Fdi,C,NA,NA,NA,NA,NA,NA,19.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,3,Lw,B,NA,NA,NA,NA,NA,NA,19.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1900,3,Lw,A,NA,NA,NA,NA,NA,NA,16.5,3,NA,NA,NA,NA,NA,2018
