Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Bear Lake,M,4,SBSwk1,0.99225,4,1856,2,Fdi,B,NA,NA,NA,NA,NA,NA,14.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1856,2,Fdi,A,NA,NA,NA,NA,42.6,39.5,22.8,3,NA,NA,NA,NA,dead post 2016 assessment,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1856,2,Fdi,C,NA,NA,NA,NA,NA,NA,14.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1856,3,Cw,C,NA,NA,NA,NA,NA,NA,30.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1856,3,Cw,A,8,22,NA,NA,28.5,NA,NA,2,0,0,2,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1856,3,Cw,B,NA,NA,NA,NA,NA,NA,28.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,1,Fdi,A,NA,NA,NA,NA,NA,NA,31.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,1,Fdi,C,6,28,24,18,24.8,19.7,16.5,1,0,0,2,NA,"- 2016 June height listed as 24.8 cm - snow press and forks, lateral measured",2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,1,Fdi,B,NA,NA,NA,NA,NA,NA,16.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,2,Cw,C,NA,NA,NA,NA,NA,NA,23.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,2,Cw,B,18.9,29,NA,NA,32.1,NA,NA,1,0,0,2,NA,Reoccuring snow press,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,2,Cw,A,NA,NA,NA,NA,NA,NA,30.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,3,Lw,A,NA,NA,NA,NA,NA,NA,12.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1857,3,Lw,B,NA,NA,NA,NA,NA,NA,24.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,1,Fdi,C,NA,NA,NA,NA,NA,NA,24.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,1,Fdi,B,NA,NA,NA,NA,NA,NA,26.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,1,Fdi,A,NA,NA,NA,NA,NA,NA,40.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,2,Lw,B,NA,NA,NA,NA,NA,NA,33.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,2,Lw,A,NA,NA,NA,NA,NA,NA,21.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,3,Cw,A,15.2,74,NA,NA,38.2,NA,NA,0,0,0,0,NA,- very healthy (pine has sheltered tree) - 2018 fork,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,3,Cw,B,17.9,77,NA,NA,36.6,NA,NA,0,0,0,0,NA,#NAME?,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1858,3,Cw,C,NA,NA,NA,NA,NA,NA,27.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,1,Fdi,A,NA,NA,NA,NA,NA,NA,42.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,1,Fdi,B,NA,NA,NA,NA,NA,NA,10.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,1,Fdi,C,6.8,23,NA,NA,22.7,20.1,17.7,2,0,2,2,NA,"heavy browse, 4 live branches, no growth off top live bud",2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,2,Lw,A,NA,NA,NA,NA,NA,NA,14.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,2,Lw,B,NA,NA,NA,NA,NA,NA,20.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,3,Cw,B,6.3,27,NA,NA,20.8,NA,NA,0,0,0,2,NA,healthy other than severe lean,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,3,Cw,A,21.7,129,NA,NA,50,NA,NA,0,0,0,0,NA,excellent overall,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1859,3,Cw,C,17.1,36,NA,NA,49.1,NA,NA,1,0,0,1,NA,"- leaning, height above ground taken (full length = 57cm) - 1 lateral dead, but another taking over - pine sheltered",2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,1,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,1,Fdi,A,NA,NA,NA,NA,NA,NA,27.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,1,Fdi,B,NA,NA,NA,NA,NA,NA,27.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,2,Lw,B,NA,NA,NA,NA,NA,NA,19.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,2,Lw,A,NA,NA,NA,NA,NA,NA,20.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,3,Cw,B,NA,NA,NA,NA,NA,NA,25.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,3,Cw,C,NA,NA,NA,NA,NA,NA,26.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,M,4,SBSwk1,0.99225,4,1860,3,Cw,A,12,53,NA,NA,40.8,NA,NA,0,0,0,0,2,"- leaning, height above ground taken (full length = 63cm) - significant press (stepped on by animal) - pine and spruce sheltered",2018
Bear Lake,SH,5,SBSwk1,1,5,1881,1,Fdi,B,NA,NA,NA,NA,NA,NA,22.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,1,Fdi,A,NA,NA,NA,NA,NA,NA,37.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,1,Fdi,C,NA,NA,NA,NA,NA,NA,26.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,2,Lw,B,NA,NA,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,2,Lw,A,NA,NA,NA,NA,NA,NA,14.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,3,Cw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,3,Cw,C,NA,NA,NA,NA,NA,NA,26.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1881,3,Cw,B,NA,NA,NA,NA,NA,NA,24.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,1,Cw,B,NA,NA,NA,NA,NA,NA,24.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,1,Cw,C,NA,NA,NA,NA,NA,NA,28.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,1,Cw,A,NA,NA,NA,NA,NA,NA,33.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,2,Lw,A,NA,NA,NA,NA,NA,NA,15.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,2,Lw,B,NA,NA,NA,NA,NA,NA,34.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,3,Fdi,A,NA,NA,NA,NA,NA,NA,39.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,3,Fdi,C,NA,NA,NA,NA,NA,NA,28.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1882,3,Fdi,B,NA,NA,NA,NA,NA,NA,22.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,1,Lw,B,NA,NA,NA,NA,NA,NA,46.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,1,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,2,Fdi,C,NA,NA,NA,NA,NA,NA,32.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,2,Fdi,A,NA,NA,NA,NA,NA,NA,42.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,2,Fdi,B,NA,NA,NA,NA,NA,NA,26,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,3,Cw,A,9.2,6,NA,NA,51.1,NA,NA,1,0,0,1,NA,sweep,2018
Bear Lake,SH,5,SBSwk1,1,5,1883,3,Cw,B,NA,NA,NA,NA,37.9,NA,NA,3,NA,NA,NA,NA,"dead,  post 2016 assessment",2018
Bear Lake,SH,5,SBSwk1,1,5,1883,3,Cw,C,NA,NA,NA,NA,NA,NA,33.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,1,Fdi,A,NA,NA,NA,NA,NA,NA,38.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,1,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SH,5,SBSwk1,1,5,1884,1,Fdi,B,NA,NA,NA,NA,NA,NA,20.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,2,Lw,B,NA,NA,NA,NA,NA,NA,33.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,2,Lw,A,NA,NA,NA,NA,NA,NA,23.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,3,Cw,A,NA,NA,NA,NA,NA,NA,34.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,3,Cw,C,NA,NA,NA,NA,NA,NA,29.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1884,3,Cw,B,NA,NA,NA,NA,NA,NA,26.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,1,Fdi,C,NA,NA,NA,NA,NA,NA,22.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,1,Fdi,B,NA,NA,NA,NA,NA,NA,27.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,1,Fdi,A,NA,NA,NA,NA,NA,NA,44.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,2,Cw,A,NA,NA,NA,NA,NA,NA,23.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,2,Cw,C,NA,NA,NA,NA,NA,NA,33.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,2,Cw,B,NA,NA,NA,NA,NA,NA,24.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,3,Lw,B,NA,NA,NA,NA,NA,NA,35.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1885,3,Lw,A,NA,NA,NA,NA,NA,NA,12.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,1,Cw,A,NA,NA,NA,NA,NA,NA,41.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,1,Cw,B,NA,NA,NA,NA,NA,NA,25.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,1,Cw,C,NA,NA,NA,NA,NA,NA,26.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,2,Fdi,A,NA,NA,NA,NA,NA,NA,40.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,2,Fdi,C,NA,NA,NA,NA,NA,NA,18.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,2,Fdi,B,NA,NA,NA,NA,NA,NA,22.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,3,Lw,B,NA,NA,NA,NA,NA,NA,30.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1886,3,Lw,A,NA,NA,NA,NA,NA,NA,19.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,1,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,1,Lw,B,NA,NA,NA,NA,NA,NA,41.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,2,Cw,C,NA,NA,NA,NA,NA,NA,16.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,2,Cw,B,NA,NA,NA,NA,NA,NA,28.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,2,Cw,A,NA,NA,NA,NA,NA,NA,37.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,3,Fdi,A,NA,NA,NA,NA,NA,NA,40.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,3,Fdi,C,NA,NA,NA,NA,NA,NA,22.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1887,3,Fdi,B,NA,NA,NA,NA,NA,NA,32.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,1,Cw,B,NA,NA,NA,NA,NA,NA,31.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,1,Cw,C,NA,NA,NA,NA,NA,NA,24.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,1,Cw,A,NA,NA,NA,NA,NA,NA,34.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,2,Lw,B,NA,NA,NA,NA,NA,NA,37.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,2,Lw,A,NA,NA,NA,NA,NA,NA,15.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,3,Fdi,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SH,5,SBSwk1,1,5,1888,3,Fdi,C,NA,NA,NA,NA,NA,NA,24.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1888,3,Fdi,A,NA,NA,NA,NA,NA,NA,38.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,1,Cw,B,NA,NA,NA,NA,NA,NA,32.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,1,Cw,C,11.1,50,NA,NA,NA,NA,49.5,1,0,0,1,NA,"main stem snapped, lateral dominant",2018
Bear Lake,SH,5,SBSwk1,1,5,1889,1,Cw,A,NA,NA,NA,NA,NA,NA,34.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,2,Fdi,C,NA,NA,NA,NA,NA,NA,12.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,2,Fdi,A,NA,NA,NA,NA,NA,NA,36.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,2,Fdi,B,14.1,13,10,7,7.8,23.9,16.7,1,0,0,2,NA,- 2016 June height listed as 7.8 cm - repeated frost damage,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,3,Lw,A,NA,NA,NA,NA,NA,NA,14.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1889,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,1,Cw,B,NA,NA,NA,NA,NA,NA,29.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,1,Cw,C,NA,NA,NA,NA,NA,NA,23.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,1,Cw,A,NA,NA,NA,NA,NA,NA,35.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,2,Fdi,A,NA,NA,NA,NA,NA,NA,42.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,2,Fdi,C,NA,NA,NA,NA,NA,NA,15,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,2,Fdi,B,NA,NA,NA,NA,NA,NA,20.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,3,Lw,B,NA,NA,NA,NA,NA,NA,14.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1890,3,Lw,A,NA,NA,NA,NA,NA,NA,13.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,1,Cw,A,NA,NA,NA,NA,NA,NA,30.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,1,Cw,B,NA,NA,NA,NA,NA,NA,21.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,1,Cw,C,NA,NA,NA,NA,NA,NA,17.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,2,Fdi,C,NA,NA,NA,NA,NA,NA,26.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,2,Fdi,B,NA,NA,NA,NA,NA,NA,24.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,2,Fdi,A,NA,NA,NA,NA,NA,NA,30.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,3,Lw,A,NA,NA,NA,NA,NA,NA,15.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1891,3,Lw,B,NA,NA,NA,NA,NA,NA,26.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,1,Cw,C,NA,NA,NA,NA,NA,NA,25.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,1,Cw,B,6.8,25,NA,NA,32.3,NA,NA,2,0,0,2,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,1,Cw,A,NA,NA,NA,NA,33.2,NA,NA,3,NA,NA,NA,NA,"dead,  post 2016 assessment",2018
Bear Lake,SH,5,SBSwk1,1,5,1892,2,Lw,B,NA,NA,NA,NA,NA,NA,28.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,2,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,3,Fdi,A,NA,NA,NA,NA,NA,NA,43.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,3,Fdi,B,NA,NA,NA,NA,NA,NA,21.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1892,3,Fdi,C,NA,NA,NA,NA,NA,NA,33.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,1,Cw,C,NA,NA,NA,NA,NA,NA,28.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,1,Cw,B,NA,NA,NA,NA,NA,NA,32.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,1,Cw,A,NA,NA,NA,NA,NA,NA,32.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,2,Lw,B,NA,NA,NA,NA,NA,NA,17.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,2,Lw,A,NA,NA,NA,NA,NA,NA,21,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,3,Fdi,B,NA,NA,NA,NA,NA,NA,20.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,3,Fdi,C,NA,NA,NA,NA,NA,NA,16.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1893,3,Fdi,A,NA,NA,NA,NA,NA,NA,44.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,1,Fdi,B,NA,NA,NA,NA,NA,NA,26.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,1,Fdi,C,NA,NA,NA,NA,NA,NA,13.9,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,1,Fdi,A,NA,NA,NA,NA,NA,NA,46.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,2,Cw,B,NA,NA,NA,NA,NA,NA,26.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,2,Cw,A,NA,NA,NA,NA,NA,NA,38.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,2,Cw,C,NA,NA,NA,NA,NA,NA,22.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,3,Lw,A,NA,NA,NA,NA,NA,NA,15.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1894,3,Lw,B,NA,NA,NA,NA,NA,NA,35.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,1,Fdi,A,NA,NA,NA,NA,NA,NA,44.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,1,Fdi,B,NA,NA,NA,NA,NA,NA,21.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,1,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SH,5,SBSwk1,1,5,1895,2,Cw,C,NA,NA,NA,NA,NA,NA,28.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,2,Cw,B,NA,NA,NA,NA,NA,NA,28.7,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,2,Cw,A,NA,NA,NA,NA,NA,NA,27.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1895,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"missing, confirmed dead",2018
Bear Lake,SH,5,SBSwk1,1,5,1895,3,Lw,B,NA,NA,NA,NA,NA,NA,11.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,1,Cw,B,NA,NA,NA,NA,NA,NA,25.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,1,Cw,C,NA,NA,NA,NA,NA,NA,26.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,1,Cw,A,NA,NA,NA,NA,NA,NA,30,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,2,Lw,A,NA,NA,NA,NA,NA,NA,18.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,2,Lw,B,NA,NA,NA,NA,NA,NA,35.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,3,Fdi,A,NA,NA,NA,NA,NA,NA,32.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,3,Fdi,B,NA,NA,NA,NA,NA,NA,27.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1896,3,Fdi,C,NA,NA,NA,NA,NA,NA,18.5,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,1,Cw,B,NA,NA,NA,NA,NA,NA,28.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,1,Cw,C,NA,NA,NA,NA,NA,NA,25.1,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,1,Cw,A,NA,NA,NA,NA,NA,NA,23.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,2,Lw,B,NA,NA,NA,NA,NA,NA,19.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,2,Lw,A,NA,NA,NA,NA,NA,NA,24.6,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,3,Fdi,A,NA,NA,NA,NA,NA,NA,41.4,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,3,Fdi,C,NA,NA,NA,NA,NA,NA,19.3,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1897,3,Fdi,B,NA,NA,NA,NA,NA,NA,3.8,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,1,Fdi,B,NA,NA,NA,NA,NA,NA,18,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,1,Fdi,C,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,1,Fdi,A,NA,NA,NA,NA,NA,NA,37.2,3,NA,NA,NA,NA,NA,2018
Bear Lake,SH,5,SBSwk1,1,5,1898,2,Cw,C,NA,NA,NA,NA,NA,NA,26.4,3,NA,NA,NA,NA,NA,2018
