Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Burns Lake,M,4,SBSdk,0.9043,3,59,1,Lw,B,17.2,95.8,70.2,37,34.9,30,NA,0,0,0,1,NA,"great health and form, recovering lean",2018
Burns Lake,M,4,SBSdk,0.9043,3,59,2,Fdi,B,NA,NA,NA,NA,NA,18.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,59,2,Fdi,A,NA,NA,NA,NA,NA,24.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,59,2,Fdi,C,NA,NA,NA,14.4,14.1,9.4,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,M,4,SBSdk,0.9043,3,59,3,Cw,A,NA,NA,NA,NA,NA,23.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,59,3,Cw,C,NA,NA,NA,NA,NA,21.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,59,3,Cw,B,NA,NA,NA,NA,NA,19.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,1,Cw,B,NA,NA,NA,NA,NA,24.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,1,Cw,A,NA,NA,NA,NA,NA,27.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,1,Cw,C,NA,NA,NA,NA,NA,24.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,2,Lw,A,NA,NA,NA,NA,NA,12,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,2,Lw,B,6.5,39.2,21,10.5,17.4,25.4,NA,0,1,0,1,NA,improved vigour,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,3,Fdi,B,NA,NA,NA,NA,NA,19.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,3,Fdi,A,NA,NA,NA,NA,NA,22.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,M,4,SBSdk,0.9043,3,60,3,Fdi,C,NA,NA,NA,NA,NA,13.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,1,Fdi,A,NA,NA,NA,NA,NA,21.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,1,Fdi,C,NA,NA,NA,NA,NA,23,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,1,Fdi,B,NA,NA,NA,NA,NA,16.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,2,Lw,B,NA,NA,NA,NA,NA,23.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,2,Lw,A,NA,NA,NA,NA,NA,15.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,3,Cw,C,NA,NA,NA,NA,NA,25.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,3,Cw,B,NA,NA,NA,NA,NA,25.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,61,3,Cw,A,NA,NA,NA,NA,NA,21.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,1,Fdi,B,NA,NA,NA,NA,NA,23.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,1,Fdi,A,NA,NA,NA,NA,NA,38.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,1,Fdi,C,NA,NA,NA,NA,NA,18.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,2,Cw,A,NA,NA,NA,NA,NA,28.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,2,Cw,B,NA,NA,NA,NA,NA,23.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,2,Cw,C,NA,NA,NA,NA,NA,29.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,62,3,Lw,B,NA,NA,NA,13.6,4.1,20,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,62,3,Lw,A,NA,NA,NA,NA,NA,20.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,1,Lw,A,NA,NA,NA,NA,NA,15.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,1,Lw,B,NA,NA,NA,NA,NA,5.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,2,Cw,A,4.3,26.5,NA,28.5,NA,NA,NA,2,0,0,0,NA,very minor green foliage,2018
Burns Lake,SH,5,SBSdk,1,4,63,2,Cw,C,NA,NA,NA,NA,NA,21.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,2,Cw,B,NA,NA,NA,NA,NA,27.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,3,Fdi,C,NA,NA,NA,NA,NA,11.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,3,Fdi,A,NA,NA,NA,NA,NA,32.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,63,3,Fdi,B,NA,NA,NA,NA,NA,19.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,1,Lw,B,NA,NA,NA,NA,NA,23.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,1,Lw,A,NA,NA,NA,NA,NA,15.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,2,Cw,B,NA,NA,NA,NA,NA,28.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,2,Cw,A,NA,NA,NA,NA,NA,22.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,2,Cw,C,NA,NA,NA,NA,NA,26.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,3,Fdi,C,5.6,23.5,21.5,20.3,17.8,14,NA,2,1,0,2,NA,decreased health and form,2018
Burns Lake,SH,5,SBSdk,1,4,64,3,Fdi,B,NA,NA,NA,NA,NA,19.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,64,3,Fdi,A,NA,NA,NA,NA,NA,35.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,1,Cw,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,1,Cw,A,NA,NA,NA,NA,NA,26.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,1,Cw,B,NA,NA,NA,NA,NA,28.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,2,Fdi,B,NA,NA,NA,NA,NA,21.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,2,Fdi,A,NA,NA,NA,NA,NA,33.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,2,Fdi,C,NA,NA,NA,NA,NA,21,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,65,3,Lw,A,NA,NA,NA,NA,NA,12.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,1,Cw,A,NA,NA,NA,NA,NA,26.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,1,Cw,C,NA,NA,NA,NA,NA,24.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,1,Cw,B,NA,NA,NA,NA,NA,18.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,2,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,2,Lw,A,5.5,10,8.8,6.2,2.8,18.8,NA,2,2,0,2,NA,barely alive,2018
Burns Lake,SH,5,SBSdk,1,4,66,3,Fdi,A,NA,NA,NA,NA,NA,34.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,3,Fdi,C,NA,NA,NA,NA,NA,13.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,66,3,Fdi,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,67,1,Lw,B,8.2,37,33.7,25.8,23.5,17.5,NA,2,2,0,2,NA,very unhealthy,2018
Burns Lake,SH,5,SBSdk,1,4,67,1,Lw,A,3.3,12,8.1,7.1,2.7,18.3,NA,2,0,0,2,NA,"tiny, struggling from veg comp (grass)",2018
Burns Lake,SH,5,SBSdk,1,4,67,2,Cw,B,5.9,29.5,NA,29.8,NA,NA,NA,2,2,0,1,NA,orange foliage,2018
Burns Lake,SH,5,SBSdk,1,4,67,2,Cw,C,NA,NA,NA,NA,NA,15.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,67,2,Cw,A,NA,NA,NA,NA,NA,20.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,67,3,Fdi,A,NA,NA,NA,NA,NA,31.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,67,3,Fdi,C,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,67,3,Fdi,B,NA,NA,NA,NA,NA,14.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,1,Cw,C,NA,NA,NA,NA,NA,28.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,1,Cw,A,NA,NA,NA,NA,NA,27.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,1,Cw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,2,Fdi,B,9.7,38.3,31.5,28.6,27,24.7,NA,1,2,0,1,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,2,Fdi,C,NA,NA,NA,NA,NA,15.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,2,Fdi,A,5.7,33.2,31.2,31.2,29.1,25.5,NA,2,1,0,2,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,68,3,Lw,B,8.4,36.1,35.4,12.4,31.6,25.5,NA,1,2,0,1,2:34,recovering slowly (dead top),2018
Burns Lake,SH,5,SBSdk,1,4,68,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,1,Fdi,B,NA,NA,NA,NA,NA,24.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,1,Fdi,A,NA,NA,NA,NA,NA,31.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,1,Fdi,C,NA,NA,NA,NA,NA,19.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,2,Lw,A,NA,NA,NA,NA,NA,18.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,2,Lw,B,12.2,81.5,47,38.2,29.7,22.8,NA,0,1,0,2,2:33,forked but healthy,2018
Burns Lake,SH,5,SBSdk,1,4,69,3,Cw,C,NA,NA,NA,NA,NA,21.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,3,Cw,B,NA,NA,NA,NA,NA,27,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,69,3,Cw,A,NA,NA,NA,NA,NA,28.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,1,Fdi,A,NA,NA,NA,NA,NA,32.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,1,Fdi,C,NA,NA,NA,NA,NA,17.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,1,Fdi,B,NA,NA,NA,NA,NA,17.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,2,Cw,A,NA,NA,NA,NA,NA,34.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,2,Cw,C,NA,NA,NA,NA,NA,26.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,2,Cw,B,NA,NA,NA,21.3,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,70,3,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,70,3,Lw,B,5.9,24,6.3,14.7,13.6,17,NA,1,2,0,2,NA,"New leader again (old, dead top)",2018
Burns Lake,SH,5,SBSdk,1,4,71,1,Cw,A,NA,NA,NA,NA,NA,36.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,1,Cw,B,NA,NA,NA,NA,NA,15.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,1,Cw,C,NA,NA,NA,NA,NA,23.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,2,Fdi,B,4.9,16.5,15.5,23.4,20,16.2,NA,2,2,0,2,NA,dead top,2018
Burns Lake,SH,5,SBSdk,1,4,71,2,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,2,Fdi,A,NA,NA,NA,NA,NA,24.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,3,Lw,B,NA,NA,NA,NA,NA,23.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,71,3,Lw,A,NA,NA,NA,NA,NA,17.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,1,Cw,C,NA,NA,NA,NA,NA,27.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,1,Cw,B,NA,NA,NA,NA,NA,16.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,1,Cw,A,NA,NA,NA,NA,NA,36,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,2,Lw,B,NA,NA,NA,NA,NA,18.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,2,Lw,A,NA,NA,NA,2.3,NA,14.5,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,72,3,Fdi,B,NA,NA,NA,NA,NA,21.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,3,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,72,3,Fdi,A,NA,NA,NA,NA,NA,22.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,1,Lw,B,NA,NA,NA,2,13.2,13.2,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,73,1,Lw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,2,Cw,A,NA,NA,NA,NA,NA,27.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,2,Cw,B,NA,NA,NA,NA,NA,19.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,2,Cw,C,NA,NA,NA,NA,NA,23.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,3,Fdi,B,NA,NA,NA,NA,NA,24.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,3,Fdi,A,NA,NA,NA,NA,NA,32.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,73,3,Fdi,C,NA,NA,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,1,Lw,A,NA,NA,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,1,Lw,B,NA,NA,NA,NA,NA,19.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,2,Fdi,C,NA,NA,NA,NA,NA,13,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,2,Fdi,A,NA,NA,NA,NA,NA,36.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,2,Fdi,B,NA,NA,NA,NA,NA,18.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,3,Cw,B,NA,NA,NA,NA,NA,21,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,3,Cw,C,NA,NA,NA,NA,NA,29.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,74,3,Cw,A,NA,NA,NA,NA,NA,33.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,1,Lw,A,NA,NA,NA,NA,NA,22.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,1,Lw,B,NA,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,2,Cw,B,NA,NA,NA,NA,NA,26.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,2,Cw,A,NA,NA,NA,NA,NA,26.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,2,Cw,C,NA,NA,NA,NA,NA,21,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,3,Fdi,C,7.1,28.4,26.2,25.7,31,25.6,NA,2,2,0,2,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,3,Fdi,A,NA,NA,NA,NA,NA,31,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,75,3,Fdi,B,NA,NA,NA,NA,NA,16.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,1,Lw,B,7.1,24.3,16.3,14.8,8.4,17,NA,2,2,0,2,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,1,Lw,A,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,2,Fdi,B,NA,NA,NA,NA,NA,20.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,2,Fdi,C,NA,NA,NA,NA,NA,23.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,2,Fdi,A,NA,NA,NA,NA,NA,35,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,3,Cw,C,NA,NA,NA,NA,NA,25,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,76,3,Cw,A,NA,NA,NA,27.4,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,76,3,Cw,B,NA,NA,NA,NA,NA,16.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,1,Fdi,C,NA,NA,NA,NA,NA,15.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,1,Fdi,B,6.3,24.2,22.7,22.6,1.5,19.4,NA,2,2,0,2,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,1,Fdi,A,NA,NA,NA,NA,NA,31.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,2,Cw,C,NA,NA,NA,NA,NA,24.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,2,Cw,A,NA,NA,NA,NA,NA,27.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,2,Cw,B,NA,NA,NA,NA,NA,19.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,3,Lw,B,NA,NA,NA,NA,NA,13.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,77,3,Lw,A,NA,NA,NA,NA,NA,22.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,1,Fdi,C,NA,NA,NA,NA,NA,17.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,1,Fdi,B,NA,NA,NA,NA,NA,15.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,1,Fdi,A,NA,NA,NA,NA,NA,24.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,2,Cw,B,NA,NA,NA,NA,NA,22.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,2,Cw,C,NA,NA,NA,NA,NA,18.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,2,Cw,D,NA,NA,NA,NA,NA,27.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,3,Lw,A,NA,NA,NA,NA,NA,19.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,78,3,Lw,B,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,1,Cw,B,NA,NA,NA,NA,NA,21.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,1,Cw,C,NA,NA,NA,NA,NA,16.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,1,Cw,A,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"dead, missing",2018
Burns Lake,SH,5,SBSdk,1,4,79,2,Fdi,C,NA,NA,NA,NA,NA,19.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,2,Fdi,A,NA,NA,NA,NA,NA,24.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,2,Fdi,B,NA,NA,NA,NA,NA,15.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,3,Lw,A,NA,NA,NA,NA,NA,17.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,79,3,Lw,B,5.7,12.9,12.3,10.2,29.7,28.3,NA,2,2,0,2,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,1,Cw,C,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,1,Cw,B,NA,NA,NA,NA,NA,24.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,1,Cw,A,NA,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,2,Fdi,C,NA,NA,NA,0,20.2,19.5,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SH,5,SBSdk,1,4,80,2,Fdi,A,NA,NA,NA,NA,NA,18.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,2,Fdi,B,NA,NA,NA,NA,NA,21.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,3,Lw,A,NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SH,5,SBSdk,1,4,80,3,Lw,B,NA,NA,NA,NA,NA,14,NA,3,NA,NA,NA,NA,NA,2018
