Site,SMR,RSMR,BGC,asmr,Block,Plot,Row,Species,Seedlot,Root Collar,Height 2018,Height 2017,Height 2016,Height 2015,Height 2014,Height 2013,Vigour,Frost,Browse,Form,Photo,Comments:,Assess.year
Burns Lake,SX,2,SBSdk,0.80693,1,1,1,Cw,B,NA,NA,NA,NA,NA,26.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,1,Cw,A,NA,NA,NA,NA,NA,26.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,1,Cw,C,NA,NA,NA,NA,NA,19.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,2,Fdi,A,6.1,31.5,30.9,28.7,27.3,24.1,NA,2,1,0,1,NA,chlorotic,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,2,Fdi,C,5.8,23,21.8,19.7,18.6,16.5,NA,2,2,0,2,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,2,Fdi,B,NA,NA,NA,NA,NA,29.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,3,Lw,A,NA,NA,NA,NA,NA,11.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,1,3,Lw,B,NA,NA,NA,NA,NA,30.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,1,Cw,B,NA,NA,NA,NA,NA,31.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,1,Cw,A,NA,NA,NA,NA,NA,27.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,1,Cw,C,NA,NA,NA,NA,NA,22.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,2,Fdi,B,5.9,21.2,20.6,17.4,NA,24.5,NA,2,2,0,1,4:07,dead top,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,2,Fdi,C,NA,NA,NA,NA,NA,23.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,2,Fdi,A,8.1,41.3,40,36.2,35.7,32.2,NA,0,1,0,0,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,3,Lw,A,11.5,42.5,36.1,25,23.2,22.3,NA,0,1,0,1,4:06,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,2,3,Lw,B,NA,NA,NA,NA,NA,25.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,1,Cw,C,NA,NA,NA,NA,NA,21.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,1,Cw,A,NA,NA,NA,NA,NA,27.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,1,Cw,B,NA,NA,NA,NA,NA,25.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,2,Lw,A,5.4,21,20.6,17.2,17.3,16.4,NA,1,2,0,1,4:10,fuscha and orange needles,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,2,Lw,B,NA,NA,NA,NA,NA,14.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,3,Fdi,A,5.3,20,19.1,19.4,36.9,34.8,NA,2,1,0,2,NA,still has dead top,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,3,Fdi,C,NA,NA,NA,NA,NA,13.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,3,3,Fdi,B,NA,NA,NA,NA,NA,26.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,1,Cw,B,NA,NA,NA,NA,NA,27.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,1,Cw,A,NA,NA,NA,NA,NA,28.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,1,Fdi,C,NA,NA,NA,NA,NA,23.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,2,Lw,A,NA,NA,NA,NA,NA,16.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,2,Lw,B,NA,NA,NA,NA,NA,17.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,3,Fdi,B,7.4,30,28.9,26.5,25.3,24.4,NA,1,0,0,0,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,3,Fdi,A,7.6,34.4,34,30.3,37.4,33.8,NA,1,1,0,1,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,4,3,Fdi,C,4.9,21.6,20.6,19.3,18.3,16.8,NA,1,1,0,2,NA,still has broken top,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,1,Lw,B,NA,NA,NA,NA,NA,27.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,1,Lw,A,NA,NA,NA,NA,NA,18.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,2,Fdi,A,NA,NA,NA,NA,NA,36.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,2,Fdi,B,NA,NA,NA,NA,NA,18.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,2,Fdi,C,NA,NA,NA,NA,NA,10.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,3,Fdi,C,NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,3,Cw,B,NA,NA,NA,NA,NA,27.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,5,3,Cw,A,NA,NA,NA,NA,NA,35.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,1,Cw,B,NA,NA,NA,NA,NA,9.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,1,Cw,A,4.9,39,NA,38,NA,NA,NA,1,0,0,0,4:17,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,1,Cw,C,4.8,33.2,NA,32.6,NA,NA,NA,1,0,0,1,4:17,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,2,Lw,B,NA,NA,NA,NA,NA,24.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,2,Lw,A,8.9,36.5,31.5,20.8,17.2,16.2,NA,0,0,0,0,4:17,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,3,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,3,Fdi,B,NA,NA,NA,NA,NA,18.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,6,3,Fdi,A,NA,NA,NA,NA,NA,33.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,1,Lw,B,NA,NA,NA,NA,NA,22.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,1,Lw,A,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,2,Cw,A,NA,NA,NA,NA,NA,27.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,2,Cw,C,3.9,26.5,NA,NA,NA,27.9,NA,2,0,0,0,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,2,Cw,B,NA,NA,NA,NA,NA,23.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,3,Fdi,A,NA,NA,NA,NA,NA,30.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,3,Fdi,C,NA,NA,NA,NA,NA,16.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,7,3,Fdi,B,7.6,23.5,22.8,23.2,24.6,23.2,NA,1,1,0,1,NA,"dead top again, chlorotic",2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,1,Cw,C,NA,NA,NA,NA,NA,23.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,1,Cw,A,NA,NA,NA,NA,NA,35.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,1,Cw,B,NA,NA,NA,NA,NA,25.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,2,Lw,A,NA,NA,NA,NA,NA,14.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,2,Lw,B,NA,NA,NA,NA,NA,23.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,3,Fdi,C,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,3,Fdi,B,6.3,19.2,17.3,15.2,16.3,14.9,NA,1,1,0,1,NA,"dead top still, chlorotic",2018
Burns Lake,SX,2,SBSdk,0.80693,1,8,3,Fdi,A,NA,NA,NA,NA,NA,31.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,1,Fdi,B,9.7,31.4,29.2,27,26.3,23.1,NA,0,1,0,0,NA,green foliage,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,1,Fdi,A,NA,NA,NA,NA,NA,27.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,1,Fdi,C,NA,NA,NA,NA,NA,20.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,2,Cw,C,NA,NA,NA,NA,NA,30.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,2,Cw,A,NA,NA,NA,NA,NA,30.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,2,Cw,B,NA,NA,NA,NA,NA,30.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,3,Lw,B,NA,NA,NA,NA,NA,17.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,9,3,Lw,A,NA,NA,NA,NA,NA,15.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,1,Cw,A,NA,NA,NA,NA,NA,29.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,1,Cw,B,NA,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,1,Cw,C,NA,NA,NA,NA,NA,23.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,2,Fdi,A,NA,NA,NA,NA,NA,26.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,2,Fdi,B,NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,2,Fdi,C,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,3,Lw,A,NA,NA,NA,NA,NA,19.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,10,3,Lw,B,NA,NA,NA,NA,NA,14.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,1,Fdi,B,NA,NA,NA,NA,NA,18.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,1,Fdi,C,NA,NA,NA,NA,NA,12.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,1,Fdi,A,NA,NA,NA,37.8,35,30,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,2,Lw,B,NA,NA,NA,NA,NA,23.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,2,Lw,A,NA,NA,NA,NA,NA,25.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,3,Cw,B,NA,NA,NA,NA,NA,24.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,3,Cw,C,5.1,27.2,NA,30.2,NA,NA,NA,1,0,0,0,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,11,3,Cw,A,NA,NA,NA,NA,NA,38.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,1,Cw,B,NA,NA,NA,NA,NA,21.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,1,Cw,C,NA,NA,NA,NA,NA,21.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,1,Cw,A,NA,NA,NA,NA,NA,32.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,2,Fdi,C,NA,NA,NA,NA,NA,24,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,2,Fdi,A,NA,NA,NA,NA,NA,32.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,2,Cw,B,NA,NA,NA,NA,NA,23.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,3,Lw,B,NA,NA,NA,NA,NA,25.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,12,3,Lw,A,NA,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,1,Lw,B,NA,NA,NA,NA,NA,15.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,1,Lw,A,NA,NA,NA,NA,NA,16.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,2,Fdi,B,NA,NA,NA,NA,NA,27.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,2,Fdi,A,NA,NA,NA,NA,NA,36.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,2,Fdi,C,NA,NA,NA,NA,NA,22.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,3,Cw,A,NA,NA,NA,NA,NA,26.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,3,Cw,B,NA,NA,NA,NA,NA,24.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,13,3,Cw,C,NA,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,1,Cw,A,NA,NA,NA,11,NA,31.5,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,1,Cw,C,NA,NA,NA,NA,NA,26.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,1,Cw,B,NA,NA,NA,NA,NA,24,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,2,Fdi,C,NA,NA,NA,NA,NA,15.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,2,Fdi,B,NA,NA,NA,NA,NA,21.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,2,Fdi,A,NA,NA,NA,NA,NA,30.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,3,Lw,A,NA,NA,NA,NA,NA,24,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,14,3,Lw,B,NA,NA,NA,NA,NA,15,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,1,Cw,C,NA,NA,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,1,Cw,A,NA,NA,NA,NA,NA,36,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,1,Cw,B,NA,NA,NA,NA,NA,26,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,2,Fdi,A,5.6,20.6,19.7,20,29.5,27,NA,2,1,0,2,NA,still dead top,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,2,Fdi,C,NA,NA,NA,NA,NA,17.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,2,Fdi,B,NA,NA,NA,NA,NA,23.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,3,Lw,B,NA,NA,NA,NA,NA,14.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SX,2,SBSdk,0.80693,1,15,3,Lw,A,NA,NA,NA,NA,NA,23,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,1,Cw,A,NA,NA,NA,NA,NA,28,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,1,Cw,B,NA,NA,NA,28.2,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,1,Cw,C,NA,NA,NA,NA,NA,21.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,2,Lw,A,NA,NA,NA,NA,NA,21,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,2,Lw,B,15.1,84.7,63.7,28.2,23,20.1,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,3,Fdi,A,12.4,50.7,44.2,31.9,30,24.2,NA,0,1,0,0,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,3,Fdi,C,7.6,33.4,29.6,23,19.8,17.1,NA,0,0,0,0,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,21,3,Fdi,B,NA,NA,NA,35.9,32.8,29.2,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,1,Cw,C,NA,NA,NA,NA,NA,21.8,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,1,Cw,B,NA,NA,NA,NA,NA,30.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,1,Cw,A,NA,NA,NA,36.1,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,2,Fdi,B,NA,NA,NA,NA,NA,19.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,2,Fdi,C,NA,NA,NA,NA,NA,26.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,2,Fdi,A,NA,NA,NA,NA,NA,41.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,3,Lw,A,NA,NA,NA,NA,NA,20,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,22,3,Lw,B,21.6,139.2,96.5,42.5,29.9,23.6,NA,0,1,0,0,NA,"biggest tree, great growth increment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,1,Fdi,B,NA,NA,NA,NA,NA,23.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,1,Fdi,C,3.8,9.6,7.8,10.5,14.5,9.1,NA,2,2,0,2,NA,2016 root collar msmt was 4.1cm,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,1,Fdi,A,NA,NA,NA,NA,NA,41.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,2,Lw,A,NA,NA,NA,NA,NA,15.7,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,2,Lw,B,16.6,80.4,68,21.9,15.2,11,NA,0,0,0,1,NA,big scar at base (almost girdled) but healthy� probably by cow,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,3,Cw,B,NA,NA,NA,NA,NA,27.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,3,Cw,A,NA,NA,NA,NA,NA,33.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,23,3,Cw,C,NA,NA,NA,NA,NA,26.4,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,1,Lw,B,11.5,70,49.5,30.3,18.6,13.7,NA,0,1,0,1,NA,leader crook,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,1,Lw,A,NA,NA,NA,NA,NA,15.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,2,Fdi,A,12.8,49.3,45.5,41.8,40.4,37.4,NA,2,2,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,2,Fdi,C,NA,NA,NA,NA,NA,11.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,2,Fdi,B,13.7,50.5,42.2,32.7,29.2,24,NA,0,2,1,0,NA,#NAME?,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,3,Cw,A,6.8,39.3,NA,39.5,NA,NA,NA,2,2,0,2,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,3,Cw,B,NA,NA,NA,30.4,NA,NA,NA,3,NA,NA,NA,NA,"- died, post 2016 assessment - death by cow patty ;)",2018
Burns Lake,SM,3,SBSdk,0.8538,2,24,3,Cw,C,NA,NA,NA,26.4,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,1,Lw,A,9.1,57.6,29.2,21.9,18.9,17.6,NA,0,1,0,0,NA,naturally fertilized' by cow patty ;),2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,1,Lw,B,24.2,100.2,80,38.9,24.1,22.6,NA,0,0,0,1,NA,"2018 leader fork, measured longest lateral",2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,2,Fdi,C,NA,NA,NA,NA,NA,16.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,2,Fdi,A,14.9,44,41.3,38.1,35.4,31.2,NA,1,2,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,2,Fdi,B,NA,NA,NA,NA,NA,28.9,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,3,Cw,B,NA,NA,NA,NA,NA,27.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,3,Cw,C,NA,NA,NA,NA,NA,19.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,25,3,Cw,A,64,34.5,NA,28.5,NA,NA,NA,2,0,0,0,NA,"orange foliage, tiny bits of green",2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,1,Fdi,A,NA,NA,NA,NA,NA,35.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,1,Fdi,C,NA,NA,NA,NA,NA,12.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,1,Fdi,B,7.3,21.7,18.4,14,9.5,31.4,NA,2,2,0,2,NA,stem snapped (probably cow),2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,2,Lw,B,11.4,53.4,43,30.8,22.5,19.2,NA,0,1,0,1,NA,scar on stem (probably cow),2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,2,Lw,A,NA,NA,NA,NA,NA,13.3,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,3,Cw,C,NA,NA,NA,NA,NA,34,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,3,Cw,A,NA,NA,NA,NA,NA,30.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,26,3,Cw,B,NA,NA,NA,NA,NA,12.2,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,1,Lw,A,NA,NA,NA,NA,NA,14.1,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,1,Lw,B,14.8,76.5,45.5,20.3,19.2,28.1,NA,0,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,2,Cw,B,NA,NA,NA,NA,NA,23.5,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,2,Cw,A,7.7,44.1,NA,NA,NA,42.2,NA,2,1,0,1,NA,only 1/2 of foliage green,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,2,Fdi,C,NA,NA,NA,NA,NA,20.6,NA,3,NA,NA,NA,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,3,Fdi,B,NA,NA,NA,7.1,4,23.9,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,3,Fdi,A,17.2,51.8,48.7,39.2,35.5,30.6,NA,1,1,0,1,NA,NA,2018
Burns Lake,SM,3,SBSdk,0.8538,2,27,3,Cw,C,NA,NA,NA,19.9,NA,NA,NA,3,NA,NA,NA,NA,"died, post 2016 assessment",2018
